-0.015649393	-0.07969762	-0.07973852	0.03857902	-0.050688345	0.07873708	0.08740238	-0.0076225954	0.03594912	-0.0509554	-0.032684956	-0.04760504	0.006657247	-0.022268299	-0.093327954
-0.015720176	-0.05747959	-0.081691384	0.084258854	-0.01724883	0.08346734	0.07558304	-0.06161007	0.08065988	-0.021629604	-0.024472909	-0.025805576	0.044593904	-0.00675166	-0.054884348
0.03235884	0.003912346	0.012874754	0.024419576	-0.014726778	-0.00980652	-0.048469804	0.031153562	-0.010879	0.0022078499	-0.036704693	-0.034851998	-0.0077194497	-0.03547651	-0.026912525
-0.062203836	-0.006305383	-0.05190828	0.057102986	-0.061948095	0.05978611	0.08749485	-0.05677906	0.09287327	-0.08015848	-0.07033184	-0.10777024	0.035166334	-0.07959601	-0.06605175
-0.044149444	-0.013678375	-0.039347596	-0.012572948	0.0025606167	0.0035425099	0.01775046	-0.016231172	0.049724445	-0.05997257	-0.04893575	-0.068901844	0.025992056	-0.07627103	-0.041880198
-0.057951458	-0.030356457	-0.055335708	0.0018774177	-0.0147186965	-0.0018257651	0.0028497048	-0.038293898	0.038894508	-0.06807646	-0.04600111	-0.038604695	0.08304003	-0.04854876	-0.01562765
-0.019518463	-0.018042056	-0.027385369	0.05751815	-0.06483552	0.027399546	0.04081782	-0.01154289	0.011792129	-0.042641718	-0.061867278	0.017099183	0.051421784	-0.032184407	-0.065904744
-0.014638032	0.026777325	-0.052480232	0.010458552	-0.02133292	-0.009738669	-0.0065051103	0.0004457549	-0.007169724	-0.042031705	-0.027552092	-0.054371003	0.046673447	-0.053418636	-0.039913673
-0.022295503	-0.0071005607	-0.06214914	0.059598908	-0.005864348	0.058502108	0.010427902	-0.009979929	-0.03454254	0.0017016517	-0.035151422	-0.04461126	-0.024628097	-0.020666564	0.022088539
-0.041493427	-0.024705037	-0.027993295	0.059826832	-0.07194379	0.009995318	0.08802275	-0.031690445	0.07163078	-0.07086475	-0.017036537	-0.053825937	0.0674229	-0.028035518	-0.0806467
